match_id,league,qmin,y_true,m27_pred,m27_correct,m27_prob,m30_pred,m30_correct,m30_prob,pbp_q1,pbp_q2,pbp_q3,pbp_total,gp_upto,score_total,score_diff_mag,pbp_density,pts_per_pbp,last5_gp,lead_changes,home_prior_wr,away_prior_wr,prior_wr_diff_mag,_bin
15881953,"LF Challenge, Regular Season",10,1,1,1,0.6988,1,1,0.6242,28,27,24,86,27,105,13,3.19,1.22,6,0,0.5,0.5,0.0,2
15881957,"LF Challenge, Regular Season",10,0,1,0,0.5568,1,0,0.6511,19,19,23,63,27,96,12,2.33,1.52,6,0,0.5,0.5,0.0,1
15908686,"1st DBBL, Playoffs",10,1,0,0,0.4029,0,0,0.4251,28,29,23,87,27,115,9,3.22,1.32,6,0,0.5,0.5,0.0,2
15908687,"1st DBBL, Playoffs",10,0,0,1,0.3084,0,1,0.2819,18,20,14,58,27,86,24,2.15,1.48,6,0,0.5,0.5,0.0,1
15924780,"EYBL U15, CHALLENGE CUP",10,1,0,0,0.4378,0,0,0.4679,29,32,25,95,27,127,1,3.52,1.34,6,0,0.5,0.5,0.0,2
15663470,"Campeonato Nacional da 1ª Divisao Feminina, 2ª Fase - Grupo Manutenção Norte",10,1,1,1,0.5777,0,0,0.487,28,20,22,79,27,95,1,2.93,1.2,6,0,0.5,0.5,0.0,1
14024401,BNXT League,10,1,1,1,0.6847,1,1,0.5647,22,26,22,73,27,102,2,2.7,1.4,6,0,0.5,0.5,0.0,2
14024402,BNXT League,10,1,1,1,0.6507,1,1,0.6643,27,23,27,84,27,115,19,3.11,1.37,6,0,0.5,0.5,0.0,2
14343921,Lega A Basket,10,1,0,0,0.4684,0,0,0.4854,25,29,30,95,27,118,2,3.52,1.24,6,0,0.5,0.5,0.0,2
14373938,Primera FEB,10,1,1,1,0.6509,1,1,0.5951,24,24,28,88,27,106,6,3.26,1.2,6,0,0.5,0.5,0.0,2
14374793,"Segunda FEB, Group East",10,0,0,1,0.2179,0,1,0.4567,20,20,28,75,27,87,7,2.78,1.16,6,0,0.5,0.5,0.0,1
14602698,Portugal LBP,10,0,0,1,0.355,0,1,0.3992,25,30,30,98,27,126,26,3.63,1.29,6,0,0.5,0.5,0.0,2
14791989,"Segunda FEB, Group East",10,1,0,0,0.3678,0,0,0.4995,23,26,26,81,27,113,21,3.0,1.4,6,0,0.5,0.5,0.0,2
15566029,1. A SKL,10,0,0,1,0.3696,0,1,0.46,30,26,18,79,27,109,13,2.93,1.38,6,0,0.5,0.5,0.0,2
15663471,"Campeonato Nacional da 1ª Divisao Feminina, 2ª Fase - Grupo Promoção",10,0,1,0,0.5178,1,0,0.5363,23,24,21,72,27,93,11,2.67,1.29,6,0,0.5,0.5,0.0,1
